title,price,location,bedrooms,bathrooms,image,url,description,latitude,longitude
Condo For Rent in Fort Bonifacio,220000,"Fort Bonifacio, Taguig",2,2,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjQxNi03NzE3LTcwNTMtODkzOC01OTViYWJiYjI5NDcvOGQ1NmFkOTFlNjNiZTMzYTdhMGQ1MzRkZjNlMjBkYzRlZjMwNjE4YTI5ZjMwNGFmZjViMzgwOTQ5MDljNTQ2Mi5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-595babbb2990-7760-197645f-8981-709c,"Property Code: DR88-001702
 Category: Residential
 Property Type: Condominium
 Project: Grand Hyatt Residences
 Location: Taguig City - BGC
 Floor Area: 133 sqm
 Bedroom: 2
 Toilet and Bath: 2
 Parking Slot: 1
 

 Monthly Rent: Php 220,000
 

 Unit Features:
 ⦁ Fully Furnished
 ⦁ Maid's Room
 ⦁ Facing West
 

 For viewing and inquiries, contact:
 

 Yalu Sabado
 Top Realty Corporation",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,90000,"Fort Bonifacio, Taguig",2,2,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjQwZS1hMDg0LTcwNTAtOTc5Mi00NzQ1NzdjODM1M2UvOGMwMDRhNDY3NWMyOTE2MGJhMjcyY2M2NTBhYjkzYWUzYWU5ZDEwNjJmYzdiOWQxZTBlNmQyM2ZhYmNlMjMzMy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-474577c83587-a0cd-1976457-97db-7099,"Property Code: DR88-001682
 Category: Residential
 Property Type: Condominium
 Project: Two Serendra
 Location: Taguig City - BGC
 Floor Area: 90 sqm
 Bedroom: 2
 Toilet and Bath: 2
 Parking Slot: 1
 

 Monthly Rent: Php 90,000
 

 Unit Features:
 - Fully Furnished
 - Maid’s Room
 - Facing West
 - With Balcony
 

 If you’re interested in this property or wish to LEASE a property, don't hesitate to contact us:
 

 Lourin Carilo
 Top Realty Corporation",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,90000,"Fort Bonifacio, Taguig",2,2,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjQwZS02OTk4LTc1NGYtYThjOS03OGQxNzQwMGUxNjUvZDdmYTUzZjY1MTM5ZTczODBkYmY0MGYxYmJjM2NjNGUzMjhjMmQyY2EyNWIyNWNlNGNhN2QzNmQyOTcyNDg1MC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-78d17400e1ae-69e1-1976457-a912-7598,"Property Code: DR88-001682
 Category: Residential
 Property Type: Condominium
 Project: Two Serendra
 Location: Taguig City - BGC
 Floor Area: 90 sqm
 Bedroom: 2
 Toilet and Bath: 2
 

 Parking Slot: 1
 Monthly Rent: Php 90,000
 

 Unit Features:
 - Fully Furnished
 - Maid’s Room
 - Facing West
 - With Balcony
 

 For inquiries or to schedule a viewing, please contact:
 

 Rona Rachel Laurel
 Top Realty Corporation",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,75000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjNmNi0zODZmLTc3ZjgtYTBmYi1hOTMwZDgxYWM2NWQvOGZmNDczNzU1NjBmZDU3ZmNiZTFiZmFkNDUxNTczMDZlNmI3YWRjMGI3MDhjY2ZmZjk1MWYzMjFlMjMwMTIwMy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-a930d81ac6a6-38b8-197643f-a144-7841,"Experience elevated city living in this luxurious one bedroom residence, thoughtfully designed to meet your lifestyle needs. Ideally located in the heart of Bonifacio Global City, Taguig - this is the perfect blend of comfort and convenience. 
 FOR LEASE
 Two Maridien
 - 1 bedroom
 - 1 bathroom
 - 69 sqm
 - Fully furnished
 75K per month inclusive of dues
 TRANSCEND REALTY & CONSULTANCY 
 

 Property ID: BGC - L - 0280",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,70000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjNlNC1jY2U2LTczMWUtOTg0Zi03MWM2N2ZjMWU2ZWQvNWQ5ZGUyOTY1YjQyYjJkNDA4M2VjYjBlMzM5OWY1YmU5ZGE3N2FiYjhlNzhhZmQzZmM2ZmU1ZTY4Y2ZlZWM2Mi5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-71c67fc1e736-cd2f-197642d-9898-7367,"Property Code: 666-LC-VVR
 Verve Residences
 Tower 2
 FA: 60 sq.m.
 1 Bedroom
 1 T&B
 Facing Terra Park
 Fully Furnished
 

 Contact us for more!
 Michael Kingsu
 Licensed Real Estate Broker #34414
 The Lead Realty Owner
  

 DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.
 

 MC",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,75000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjNkYi1hZDM3LTc3N2UtOGNlOS03ZDI5Njc3YmIwNmIvZTY2ZmVkZTI5ZjY2NGM1NDY1YTRlN2FhZmUxYzllOTgzMmQ0ODU5ZGJmMjg1YmYzMjAxNTIwNjdhYmU3NDU2OC5wbmciLCJicmFuZCI6ImxhbXVkaSIsImVkaXRzIjp7InJvdGF0ZSI6bnVsbCwicmVzaXplIjp7IndpZHRoIjozMjAsImhlaWdodCI6MjQwLCJmaXQiOiJjb3ZlciJ9fX0=,https://www.lamudi.com.ph/property/41032-73-7d29677bb0b4-ad80-1976424-8d32-77c7,"Code: DR88-001575
 Category: For Rent
 Project: Verve Residences
 City: BGC, Fort Bonifacio, Taguig City
 Unit: 1-Bedroom 1BR and 1T&B
 Size: 72 SQM
 Parking: None
 Rental Price: ₱75,000.00
 

 Details of the unit:
 • Spacious 72 sqm with balcony
 • Fully-furnished
 • Ideal for single occupants or couples
 
 Lease Terms:
 • Minimum 1-year lease
 
 Terms:
 • 2 months advance rent + 2 months security deposit
 

 ***If you’re interested in this property or wish to LEASE a property, don't hesitate to contact us:
 JACKSON LIM JR.
 Licensed Real Estate Broker - PRC#0005478
 Top Realty Corporation",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,70000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NmM0YS0yMDJjLTczNjgtOTkwZC02ZjRjYzZjZTdlZWYvZmYzNDliZDM1OTQ4ZWNiYTNlMTQ0Njg4ODkwMGYzNTRiZDVmOGJiZmZkODAzZmIzOTgyZDQ4NTdiNjI4ZWIzNy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-6f4cc6ce7f38-2075-1976c93-9956-73b1,"CONDOMINIUM UNIT for RENT 

Location Two Maridien Taguig City

Floor Area: 69sqm

 1 Bedroom

 1 Bathroom

 Balcony

 FULLY FURNISHED 

 2 Aircon inverter

 1 Queensize bed

 1 Leather sofa

 Full kitchen

 Smart TV

 Washing machine

 Refrigerator

 Water heater

 500mtrs to SM Aura

 800sqm to Market! Market! Taguig

 1.1kms to St. Luke's Medical Center

 2.7kms to Venice Grand Canal Mall

RENTAL AMOUNT: 70k per month

** inclusive of association dues

** 2months advance + 2months deposit

** PDC's / Bank Transfer

** 1 year minimum lease of contract

** DIRECT TENANT ONLY",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,70000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NmMzNy1kZmZkLTcwYTYtYjRlOS1kMjc5MmYzNjY3YWQvNTI2MjExNDk1NzViMDEwY2QxMjVmNjU5YzVmMzU1YzUxM2Q5MDcwZDE2MmFlOGE5YWI1N2NjZmM0ZjRlMDcxMC5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-d2792f3667f6-e046-1976c80-b532-70ef,"Executive One Bedroom for Rent in Two Maridien- BGC

1201 26th St, Taguig, 1634 Metro Manila

Unit Details:

Project Name : Two Maridien  - BGC

1 Bedroom

1 Bathroom

65sqm

Fully Furnished

with Balcony




PHP 70,000 monthly




Landmarks:

near Burgos Circle

near Uptown Mall

near International Schools




Code: JDBRENT0071




Book your viewing today and make this your new home.




For Viewing Contact:

Gem Montillano/Louie Catandijan

( Professional Licensed Real Estate Broker )

PRC# 0021900/DHSUD# NCR-B-7249",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,70000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NmMzNS04MjVmLTdiZjEtYThkOS05YzAwOWIxMDcwYzEvOGE5ZTY0NDc4ODAyOGRjYTZkNWRhMGIwOWViYTkyODllZjEzZDJkMzMzNjg2NjRiOTJiZWFmOWYyNjY2ODRiMy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-9c009b10710a-82a8-1976c7e-a922-7c3a,"Verve Residences 

Tower 2

1 Bedroom

Floor Size: 60 sq.m. 

Fully Furnished

Available January 1, 2024




Contact us for more! 

The Lead Realty




DISCLAIMER: The Lead Realty reserves the right to modify the property details or correct any omission on this post without prior notice. All posted materials are considered The Lead Realty’s intellectual property. Any unauthorized use is strictly prohibited.",14.5494253,121.0509721
Condo For Rent in Fort Bonifacio,70000,"Fort Bonifacio, Taguig",1,1,https://img.lamudi.com/eyJidWNrZXQiOiJwcmQtbGlmdWxsY29ubmVjdC1iYWNrZW5kLWIyYi1pbWFnZXMiLCJrZXkiOiJpbmdlc3Rlci8wMTk3NjQzYS0zOWRkLTdkOGEtODcwMi00YTk0OWExMjNmZWUvZDlhMDFjNDVlMzdiODUxZDk4OGM3Y2E1MDgxYzg2OGZkMDFlZGJkNzA5NmQ0M2UxNTFkNTUyZGY0NjVjZjE1Yy5qcGVnIiwiYnJhbmQiOiJsYW11ZGkiLCJlZGl0cyI6eyJyb3RhdGUiOm51bGwsInJlc2l6ZSI6eyJ3aWR0aCI6MzIwLCJoZWlnaHQiOjI0MCwiZml0IjoiY292ZXIifX19,https://www.lamudi.com.ph/property/41032-73-4a949a124037-3a26-1976483-874b-7dd3,"67 sqm 1BR FOR LEASE at Two Serendra BGC Taguig

  Fully furnished, interior designed, located at 39th floor of Sequoia tower

  No parking, no pets allowed

  70,000 monthly inclusive of dues

  2 months advance, 2 months deposit plus 10 PDCs

  *** FOR DIRECT CLIENTS ONLY",14.5494253,121.0509721
